epoch,train_loss,train_accuracy,test_loss,test_accuracy
50,0.5151723570683423,81.734,0.6409980881063244,77.51
51,0.5054362021443789,82.16,0.6510279197481614,77.59
52,0.49629108482004736,82.52,0.6406263965594617,77.96
53,0.4846642105780599,82.912,0.6460997896103919,77.91
54,0.4740292953560724,82.966,0.6419139723234539,78.2
55,0.4579203641399398,83.668,0.6336680639393723,78.7
56,0.44890423115257105,84.074,0.6451623730267151,78.5
57,0.4409186280215793,84.564,0.6200554917884779,78.51
58,0.42771337107014473,84.756,0.6534821040268186,77.98
59,0.4189955086811729,85.082,0.621269891156426,79.51
60,0.4083679137403703,85.368,0.6489857510675358,78.45
61,0.39380877447860013,85.904,0.622662792100182,79.42
62,0.38386767069854394,86.234,0.6284476262104662,79.15
63,0.3747484172167985,86.662,0.6245459159718284,79.49
64,0.36535117072065165,86.962,0.6242436759079559,79.69
65,0.35360263207989273,87.354,0.6603772278073468,78.69
66,0.3430693359173777,87.79,0.6245995974993404,79.95
67,0.34187341894944917,87.776,0.6398215388195424,79.72
68,0.3300896780875028,88.272,0.6244147563282447,79.96
69,0.3158286872422299,88.624,0.6689686081077479,78.98
70,0.3098757003655519,88.972,0.6347273229798184,79.51
71,0.29407667000885207,89.51,0.6583448139172566,79.06
72,0.29465954847957776,89.592,0.6782429942601844,79.01
73,0.28366873392363645,89.884,0.6314906168587601,80.12
74,0.2708720520253072,90.332,0.676364329042314,79.6
75,0.2600474075207015,90.63,0.6719764369198039,80.12
76,0.2502099685847302,91.086,0.6663610674912417,80.33
77,0.25307134523644775,90.948,0.6862293281887151,79.38
78,0.2407560180062833,91.448,0.6621818406672417,80.38
79,0.23641479310705837,91.546,0.6706915260115757,80.34
80,0.2263831048632217,91.818,0.6476083616667156,80.98
81,0.2172339053257652,92.17,0.6862245360507241,80.27
82,0.2160390102878556,92.274,0.6724209302588354,80.82
83,0.2004328147910745,92.82,0.7245973718317249,79.89
84,0.19977703237015268,92.728,0.6781688905969451,80.67
85,0.19081343504626427,93.194,0.7234150058106531,79.82
86,0.18817855730233596,93.304,0.7001940177965768,79.74
87,0.18007185046210925,93.602,0.693508154983762,80.48
88,0.17918360831639957,93.534,0.7065057282960867,80.19
89,0.17027135158095824,93.892,0.7281799803051767,79.98
90,0.17190958664316655,93.884,0.7535949402217623,80.21
91,0.1604979379898142,94.238,0.7316737899297401,80.38
92,0.15425610585171548,94.516,0.7771916178208363,78.89
93,0.15339726662201345,94.52,0.7449199387544319,80.51
94,0.14243381338008224,94.98,0.7745346147802812,79.86
95,0.1441998176105187,94.976,0.7545411054846607,80.4
96,0.14415903084570794,94.87,0.7648838867869558,80.55
97,0.13799878479460317,95.006,0.7629211484631405,79.88
98,0.13748664040204203,95.106,0.7530385863177383,80.67
99,0.13507164823239112,95.166,0.7420822102812272,81.42
100,0.12775854775420084,95.478,0.7471032316171671,81.14
