epoch,train_loss,train_accuracy,test_loss,test_accuracy
1,2.298995954606234,14.08,2.0902376567261127,20.89
2,2.052966326703806,22.988,2.0026363466359394,25.76
3,1.9528798041746134,27.676,1.8529385177395012,31.59
4,1.77843098079457,34.496,1.65810047372987,37.86
5,1.6028211458259836,41.566,1.4936416873449012,45.65
6,1.4725675460932506,46.798,1.4130443666554704,48.12
7,1.3921129935232879,49.9,1.3268671307382705,51.63
8,1.3335987366069004,51.992,1.2717346964003164,54.14
9,1.2793911393646085,53.96,1.2165719783758815,56.16
10,1.239407014968755,55.544,1.19161096781115,56.71
11,1.1958248674717096,56.798,1.2055925259107276,57.16
12,1.164204523691436,58.25,1.130428978913947,59.49
13,1.13159763142276,59.406,1.1002738770050338,60.5
14,1.1021371477705133,60.51,1.1053681788565237,59.99
15,1.0709786171193623,61.788,1.0732202688349952,61.57
16,1.050295151865391,62.47,1.001509220539769,64.59
17,1.017265476076804,63.708,0.9981969036633456,64.31
18,0.9892637436957006,64.652,1.0231554372401177,63.75
19,0.9713410916535751,65.57,0.9451563516749611,66.42
20,0.9504237086571696,66.318,0.9634933909283409,65.37
21,0.930554948346999,66.91,0.9039468863342381,68.25
22,0.8961804329281877,68.036,0.8731837016117724,69.71
23,0.8945111240572332,68.276,0.8815002856375296,68.51
24,0.8717138517238295,68.916,0.8795285345632818,69.09
25,0.8482339822727701,70.074,0.8498900404459313,70.04
26,0.8362788743984974,70.384,0.8583239000054854,69.81
27,0.8183898991331116,71.066,0.8527646872061717,70.24
28,0.8043607192880967,71.682,0.7973859536496899,71.89
29,0.7850963011422121,72.238,0.8141922271704372,71.52
30,0.779702918303897,72.314,0.7930980098398426,72.31
31,0.7521702288971532,73.196,0.8103536163704305,71.05
32,0.7412526004607111,73.752,0.7730571284324308,72.83
33,0.733588179968812,74.004,0.7757838202428214,72.76
34,0.7080149891431374,74.858,0.739744410484652,74.47
35,0.6956107950271548,75.542,0.7391507474681999,73.98
36,0.6832178674847879,75.884,0.727713752396499,74.6
37,0.6759657711933946,76.158,0.7368858667868602,74.19
38,0.6572791957641806,76.844,0.7288901990727533,74.83
39,0.6502616024383193,77.132,0.7396910884712316,74.33
40,0.635855439755008,77.662,0.6929856342605397,75.84
41,0.6230928530473538,77.908,0.6891489308091658,75.95
42,0.608533682268294,78.6,0.7015635401387758,76.0
43,0.5962260648265214,78.96,0.6753031917010681,76.56
44,0.5844152253454603,79.442,0.6874304379843459,75.95
45,0.5787900965232069,79.598,0.6693957410281217,76.95
46,0.5610858992390011,80.204,0.6578243669075302,77.16
47,0.5512540707807712,80.492,0.6588287549682811,77.27
48,0.5366629867450051,80.848,0.6833425726317153,76.58
49,0.5292733628731554,81.284,0.6535925793496868,77.36
50,0.5146692385301566,81.708,0.6490139406693133,77.55
51,0.4950866587936421,82.398,0.6404319269747674,78.2
52,0.4878724869864676,82.638,0.6698068670834167,76.9
53,0.47485110605769143,83.18,0.6450614046446884,77.87
54,0.46301680734700257,83.648,0.6599378121804588,77.22
55,0.4484577117216252,84.122,0.6206466340565984,78.63
56,0.44069585844378945,84.29,0.6389783790594414,78.16
57,0.4263235391558284,84.908,0.6449017068253288,78.43
58,0.4187488043704606,85.242,0.6354100013835521,78.61
59,0.39799717247791,85.846,0.6130396403089354,79.43
60,0.3958283244725079,86.038,0.6414488546455963,78.98
61,0.38292010650610375,86.398,0.6501044698908359,78.61
62,0.37316471627911035,86.948,0.6402830805959581,79.11
63,0.36041354088832045,87.276,0.615195337730118,79.68
64,0.35362759449750264,87.394,0.7153352280206318,77.42
65,0.33818221583848107,87.788,0.6225915592682513,79.91
66,0.33481857615053806,88.004,0.6828463511376441,78.27
67,0.31986062659327025,88.488,0.6324918817115736,79.76
68,0.3123940124802882,88.766,0.6276057445550267,80.03
69,0.29742523987808495,89.398,0.6818947614748266,79.22
70,0.2900456242511035,89.594,0.6792121835147278,78.94
71,0.281009741127491,90.098,0.6579835656323011,79.83
72,0.274061654915895,90.226,0.6544034503683259,79.83
73,0.2676810541040147,90.4,0.6371953381767755,79.94
74,0.25045526681272573,90.98,0.6922276163402992,79.44
75,0.24252021249831485,91.35,0.6795617028882232,79.88
76,0.23617930948505622,91.526,0.7046107744114308,79.45
77,0.225917304911272,91.964,0.7054460678673997,79.26
78,0.22872959370808224,91.832,0.7073433440697344,79.41
79,0.2168433426038536,92.362,0.6827599440194383,80.29
80,0.2102502116080745,92.328,0.6928121266485769,79.9
81,0.1964536416427711,93.048,0.6951293624654601,80.15
82,0.19162460368917422,93.202,0.7148140944257567,79.45
83,0.18461659328673807,93.512,0.7023000690755965,80.28
84,0.1820440496820623,93.5,0.7360960256449783,80.03
85,0.17546216309870905,93.808,0.7320171387135228,79.69
86,0.17126797667473478,93.954,0.7346341617499725,80.34
87,0.16919680080755287,93.872,0.7232547296753412,80.22
88,0.15839051334258844,94.386,0.7480488936357861,80.12
89,0.15487069872867726,94.522,0.7899751285963421,79.66
90,0.1499778368245915,94.682,0.7599078190477588,80.38
91,0.14958201669861593,94.722,0.7785812929461274,79.83
92,0.13882744196049698,95.088,0.7613726458217525,80.44
93,0.14202857513904876,94.85,0.7570175253137758,80.32
94,0.1338036881897913,95.306,0.7287232672111897,80.79
95,0.1268922727450233,95.532,0.7816759728932683,80.42
96,0.1314390189374042,95.25,0.7546803098690661,80.19
97,0.1230870620026003,95.634,0.7670546370216563,80.71
98,0.11856906423273751,95.806,0.783760346943819,80.45
99,0.11870665741546074,95.81,0.8089084632789032,79.66
100,0.11403306301140115,95.996,0.7839998625501802,81.08
